"X1","X2","bigram"
"pro","magazine","pro magazine"
"magazine","looked","magazine looked"
"looked","home","looked home"
"home","photo","home photo"
"photo","printers","photo printers"
"printers","offered","printers offered"
"offered","deal","offered deal"
"deal","handing","deal handing"
"handing","snaps","handing snaps"
"snaps","photo","snaps photo"
"photo","lab","photo lab"
"lab","tests","lab tests"
"tests","found","tests found"
"found","images","found images"
"images","top","images top"
"top","pc","top pc"
"pc","printers","pc printers"
"printers","colour","printers colour"
"colour","professionally","colour professionally"
"professionally","produced","professionally produced"
"produced","photographs","produced photographs"
"photographs","wrong","photographs wrong"
"wrong","printer","wrong printer"
"printer","cartridge","printer cartridge"
"cartridge","means","cartridge means"
"means","snaps","means snaps"
"snaps","fade","snaps fade"
"fade","warned","fade warned"
"warned","magazine","warned magazine"
"magazine","test","magazine test"
"test","home","test home"
"home","photo","home photo"
"photo","printers","photo printers"
"printers","pcs","printers pcs"
"pcs","discovered","pcs discovered"
"discovered","costs","discovered costs"
"costs","create","costs create"
"create","images","create images"
"images","devices","images devices"
"devices","compared","devices compared"
"compared","online","compared online"
"online","developers","online developers"
"developers","street","developers street"
"street","names","street names"
"names","jessops","names jessops"
"jessops","boots","jessops boots"
"boots","snappy","boots snappy"
"snappy","snaps","snappy snaps"
"snaps","comprehensive","snaps comprehensive"
"comprehensive","test","comprehensive test"
"test","revealed","test revealed"
"revealed","quickly","revealed quickly"
"quickly","printers","quickly printers"
"printers","produced","printers produced"
"produced","images","produced images"
"images","quality","images quality"
"quality","finished","quality finished"
"finished","image","finished image"
"image","resistant","image resistant"
"resistant","finished","resistant finished"
"finished","pictures","finished pictures"
"pictures","smudging","pictures smudging"
"smudging","water","smudging water"
"water","damage","water damage"
"damage","found","damage found"
"found","ink","found ink"
"ink","printers","ink printers"
"printers","costs","printers costs"
"costs","millilitre","costs millilitre"
"millilitre","cheaper","millilitre cheaper"
"cheaper","produce","cheaper produce"
"produce","prints","produce prints"
"prints","photographs","prints photographs"
"photographs","home","photographs home"
"home","send","home send"
"send","street","send street"
"street","store","street store"
"store","photos","store photos"
"photos","worth","photos worth"
"worth","printing","worth printing"
"printing","home","printing home"
"home","street","home street"
"street","choose","street choose"
"choose","printer","choose printer"
"printer","nick","printer nick"
"nick","ross","nick ross"
"ross","top","ross top"
"top","tester","top tester"
"tester","pc","tester pc"
"pc","pro","pc pro"
"pro","ross","pro ross"
"ross","generation","ross generation"
"generation","printers","generation printers"
"printers","produced","printers produced"
"produced","images","produced images"
"images","brighter","images brighter"
"brighter","colours","brighter colours"
"colours","fade","colours fade"
"fade","street","fade street"
"street","developers","street developers"
"developers","professional","developers professional"
"professional","wedding","professional wedding"
"wedding","photographers","wedding photographers"
"photographers","street","photographers street"
"street","photo","street photo"
"photo","shops","photo shops"
"shops","cheapest","shops cheapest"
"cheapest","developing","cheapest developing"
"developing","prints","developing prints"
"prints","xin","prints xin"
"xin","ross","xin ross"
"ross","test","ross test"
"test","revealed","test revealed"
"revealed","images","revealed images"
"images","xin","images xin"
"xin","xin","xin xin"
"xin","size","xin size"
"size","cheaper","size cheaper"
"cheaper","produce","cheaper produce"
"produce","home","produce home"
"home","pc","home pc"
"pc","pro","pc pro"
"pro","producing","pro producing"
"producing","print","producing print"
"print","xin","print xin"
"xin","epson","xin epson"
"epson","printer","epson printer"
"printer","top","printer top"
"top","quality","top quality"
"quality","paper","quality paper"
"paper","costs","paper costs"
"costs","jessops","costs jessops"
"jessops","image","jessops image"
"image","cost","image cost"
"cost","snappy","cost snappy"
"snappy","snaps","snappy snaps"
"snaps","xin","snaps xin"
"xin","snap","xin snap"
"snap","boots","snap boots"
"boots","cost","boots cost"
"cost","inconvenient","cost inconvenient"
"inconvenient","street","inconvenient street"
"street","silverhalide","street silverhalide"
"silverhalide","prints","silverhalide prints"
"prints","fade","prints fade"
"fade","sun","fade sun"
"sun","adamant","sun adamant"
"adamant","cheaper","adamant cheaper"
"cheaper","convenient","cheaper convenient"
"convenient","print","convenient print"
"print","home","print home"
"home","ann","home ann"
"ann","simpson","ann simpson"
"simpson","marketing","simpson marketing"
"marketing","manager","marketing manager"
"manager","snappy","manager snappy"
"snappy","snaps","snappy snaps"
"snaps","believes","snaps believes"
"believes","convenience","believes convenience"
"convenience","street","convenience street"
"street","printing","street printing"
"printing","continue","printing continue"
"continue","attract","continue attract"
"attract","customers","attract customers"
"customers","people","customers people"
"people","computer","people computer"
"computer","feedback","computer feedback"
"feedback","customers","feedback customers"
"customers","print","customers print"
"print","pictures","print pictures"
"pictures","home","pictures home"
"home","people","home people"
"people","skilled","people skilled"
"skilled","colour","skilled colour"
"colour","contrast","colour contrast"
"contrast","cropping","contrast cropping"
"cropping","dont","cropping dont"
"dont","hassle","dont hassle"
"hassle","added","hassle added"
"added","magazine","added magazine"
"magazine","test","magazine test"
"test","found","test found"
"found","ink","found ink"
"ink","consumers","ink consumers"
"consumers","determined","consumers determined"
"determined","prints","determined prints"
"prints","lasted","prints lasted"
"lasted","started","lasted started"
"started","fading","started fading"
"fading","recommended","fading recommended"
"recommended","avoiding","recommended avoiding"
"avoiding","socalled","avoiding socalled"
"socalled","thirdparty","socalled thirdparty"
"thirdparty","inks","thirdparty inks"
"inks","produced","inks produced"
"produced","printer","produced printer"
"printer","makers","printer makers"
"makers","tended","makers tended"
"tended","produce","tended produce"
"produce","prints","produce prints"
"prints","fade","prints fade"
"fade","quickest","fade quickest"
"quickest","gaming","quickest gaming"
"gaming","world","gaming world"
"world","finished","world finished"
"finished","doom","finished doom"
"doom","half","doom half"
"half","life","half life"
"life","halo","life halo"
"halo","dont","halo dont"
"dont","worry","dont worry"
"worry","host","worry host"
"host","gaming","host gaming"
"gaming","gems","gaming gems"
"gems","set","gems set"
"set","release","set release"
"release","world","release world"
"world","warcraft","world warcraft"
"warcraft","reception","warcraft reception"
"reception","game","reception game"
"game","developers","game developers"
"developers","blizzard","developers blizzard"
"blizzard","hugely","blizzard hugely"
"hugely","enthusiastic","hugely enthusiastic"
"enthusiastic","title","enthusiastic title"
"title","topping","title topping"
"topping","competitors","topping competitors"
"competitors","lifeeating","competitors lifeeating"
"lifeeating","highfantasy","lifeeating highfantasy"
"highfantasy","massively","highfantasy massively"
"massively","multiplayer","massively multiplayer"
"multiplayer","roleplayer","multiplayer roleplayer"
"roleplayer","gaming","roleplayer gaming"
"gaming","solid","gaming solid"
"solid","diverse","solid diverse"
"diverse","accessible","diverse accessible"
"accessible","visually","accessible visually"
"visually","striking","visually striking"
"striking","genre","striking genre"
"genre","develop","genre develop"
"develop","vast","develop vast"
"vast","loyal","vast loyal"
"loyal","community","loyal community"
"community","released","community released"
"released","february","released february"
"february","pc","february pc"
"pc","ico","pc ico"
"ico","title","ico title"
"title","ico","title ico"
"ico","remains","ico remains"
"remains","benchmark","remains benchmark"
"benchmark","ps","benchmark ps"
"ps","gaming","ps gaming"
"gaming","title","gaming title"
"title","players","title players"
"players","uniquely","players uniquely"
"uniquely","atmospheric","uniquely atmospheric"
"atmospheric","artistic","atmospheric artistic"
"artistic","world","artistic world"
"world","adventure","world adventure"
"adventure","spiritual","adventure spiritual"
"spiritual","sequel","spiritual sequel"
"sequel","visuals","sequel visuals"
"visuals","echo","visuals echo"
"echo","original","echo original"
"original","promises","original promises"
"promises","expand","promises expand"
"expand","ico","expand ico"
"ico","world","ico world"
"world","hero","world hero"
"hero","wanda","hero wanda"
"wanda","taking","wanda taking"
"taking","series","taking series"
"series","giants","series giants"
"giants","title","giants title"
"title","wanda","title wanda"
"wanda","colossus","wanda colossus"
"colossus","release","colossus release"
"release","date","release date"
"date","confirmed","date confirmed"
"confirmed","ps","confirmed ps"
"ps","legend","ps legend"
"legend","zelda","legend zelda"
"zelda","charismatic","zelda charismatic"
"charismatic","cel","charismatic cel"
"cel","imagery","cel imagery"
"imagery","scrapped","imagery scrapped"
"scrapped","favour","scrapped favour"
"favour","dark","favour dark"
"dark","detailed","dark detailed"
"detailed","aesthetic","detailed aesthetic"
"aesthetic","realism","aesthetic realism"
"realism","isnt","realism isnt"
"isnt","word","isnt word"
"word","connects","word connects"
"connects","ocarina","connects ocarina"
"ocarina","time","ocarina time"
"time","link","time link"
"link","resumes","link resumes"
"resumes","teenage","resumes teenage"
"teenage","incarnation","teenage incarnation"
"incarnation","enemies","incarnation enemies"
"enemies","elements","enemies elements"
"elements","moves","elements moves"
"moves","familiar","moves familiar"
"familiar","impressive","familiar impressive"
"impressive","trailer","impressive trailer"
"trailer","released","trailer released"
"released","horseback","released horseback"
"horseback","adventuring","horseback adventuring"
"adventuring","vast","adventuring vast"
"vast","land","vast land"
"land","promised","land promised"
"promised","release","promised release"
"release","date","release date"
"date","confirmed","date confirmed"
"confirmed","gamecube","confirmed gamecube"
"gamecube","advance","gamecube advance"
"advance","wars","advance wars"
"wars","ds","wars ds"
"ds","uk","ds uk"
"uk","nintendo","uk nintendo"
"nintendo","ds","nintendo ds"
"ds","launch","ds launch"
"launch","lineup","launch lineup"
"lineup","confirmed","lineup confirmed"
"confirmed","time","confirmed time"
"time","writing","time writing"
"writing","titles","writing titles"
"titles","exploit","titles exploit"
"exploit","twoscreen","exploit twoscreen"
"twoscreen","touch","twoscreen touch"
"touch","capacity","touch capacity"
"capacity","warioware","capacity warioware"
"warioware","touched","warioware touched"
"touched","segas","touched segas"
"segas","feel","segas feel"
"feel","magic","feel magic"
"magic","strong","magic strong"
"strong","impression","strong impression"
"impression","territories","impression territories"
"territories","personally","territories personally"
"personally","wait","personally wait"
"wait","advance","wait advance"
"advance","wars","advance wars"
"wars","franchise","wars franchise"
"franchise","icing","franchise icing"
"icing","cake","icing cake"
"cake","nintendo","cake nintendo"
"nintendo","handheld","nintendo handheld"
"handheld","gaming","handheld gaming"
"gaming","release","gaming release"
"release","date","release date"
"date","confirmed","date confirmed"
"confirmed","ds","confirmed ds"
"ds","stalker","ds stalker"
"stalker","highspec","stalker highspec"
"highspec","footsteps","highspec footsteps"
"footsteps","cry","footsteps cry"
"cry","halflife","cry halflife"
"halflife","key","halflife key"
"key","upcoming","key upcoming"
"upcoming","pc","upcoming pc"
"pc","firstperson","pc firstperson"
"firstperson","shooter","firstperson shooter"
"shooter","roleplaying","shooter roleplaying"
"roleplaying","elements","roleplaying elements"
"elements","inspired","elements inspired"
"inspired","andrei","inspired andrei"
"andrei","tarkovskys","andrei tarkovskys"
"tarkovskys","enigmatic","tarkovskys enigmatic"
"enigmatic","masterpiece","enigmatic masterpiece"
"masterpiece","stalker","masterpiece stalker"
"stalker","set","stalker set"
"set","disaster","set disaster"
"disaster","zone","disaster zone"
"zone","world","zone world"
"world","decay","world decay"
"decay","mutation","decay mutation"
"mutation","makes","mutation makes"
"makes","intriguing","makes intriguing"
"intriguing","released","intriguing released"
"released","march","released march"
"march","pc","march pc"
"pc","metal","pc metal"
"metal","gear","metal gear"
"gear","solid","gear solid"
"solid","snake","solid snake"
"snake","eater","snake eater"
"eater","hideo","eater hideo"
"hideo","kojima","hideo kojima"
"kojima","stealth","kojima stealth"
"stealth","featuring","stealth featuring"
"featuring","action","featuring action"
"action","sovietcontrolled","action sovietcontrolled"
"sovietcontrolled","jungle","sovietcontrolled jungle"
"jungle","game","jungle game"
"game","snake","game snake"
"snake","survive","snake survive"
"survive","wits","survive wits"
"wits","jungle","wits jungle"
"jungle","including","jungle including"
"including","eating","including eating"
"eating","wildlife","eating wildlife"
"wildlife","expect","wildlife expect"
"expect","cinematic","expect cinematic"
"cinematic","cut","cinematic cut"
"cut","scenes","cut scenes"
"scenes","polished","scenes polished"
"polished","production","polished production"
"production","values","production values"
"values","released","values released"
"released","march","released march"
"march","ps","march ps"
"ps","dead","ps dead"
"dead","alive","dead alive"
"alive","ultimate","alive ultimate"
"ultimate","tecmos","ultimate tecmos"
"tecmos","team","tecmos team"
"team","ninja","team ninja"
"ninja","retooled","ninja retooled"
"retooled","revamped","retooled revamped"
"revamped","versions","revamped versions"
"versions","dead","versions dead"
"dead","alive","dead alive"
"alive","heres","alive heres"
"heres","deal","heres deal"
"deal","theyre","deal theyre"
"theyre","playable","theyre playable"
"playable","xbox","playable xbox"
"xbox","live","xbox live"
"live","released","live released"
"released","march","released march"
"march","xbox","march xbox"
"xbox","knights","xbox knights"
"knights","republic","knights republic"
"republic","ii","republic ii"
"ii","set","ii set"
"set","build","set build"
"build","acclaimed","build acclaimed"
"acclaimed","original","acclaimed original"
"original","star","original star"
"star","wars","star wars"
"wars","role","wars role"
"role","playing","role playing"
"playing","game","playing game"
"game","characters","game characters"
"characters","force","characters force"
"force","powers","force powers"
"powers","set","powers set"
"set","moral","set moral"
"moral","decisions","moral decisions"
"decisions","developer","decisions developer"
"developer","released","developer released"
"released","february","released february"
"february","xbox","february xbox"
"xbox","pc","xbox pc"
"pc","bond","pc bond"
"bond","game","bond game"
"game","fails","game fails"
"fails","shake","fails shake"
"shake","stir","shake stir"
"stir","gaming","stir gaming"
"gaming","fans","gaming fans"
"fans","word","fans word"
"word","goldeneye","word goldeneye"
"goldeneye","evokes","goldeneye evokes"
"evokes","excited","evokes excited"
"excited","memories","excited memories"
"memories","james","memories james"
"james","bond","james bond"
"bond","revival","bond revival"
"revival","flick","revival flick"
"flick","classic","flick classic"
"classic","shootemup","classic shootemup"
"shootemup","accompanied","shootemup accompanied"
"accompanied","left","accompanied left"
"left","owners","left owners"
"owners","glued","owners glued"
"glued","consoles","glued consoles"
"consoles","hour","consoles hour"
"hour","adopting","hour adopting"
"adopting","hallowed","adopting hallowed"
"hallowed","title","hallowed title"
"title","backfires","title backfires"
"backfires","game","backfires game"
"game","fails","game fails"
"fails","deliver","fails deliver"
"deliver","promise","deliver promise"
"promise","struggles","promise struggles"
"struggles","generate","struggles generate"
"generate","originals","generate originals"
"originals","massive","originals massive"
"massive","sense","massive sense"
"sense","fun","sense fun"
"fun","sequel","fun sequel"
"sequel","relate","sequel relate"
"relate","goldeneye","relate goldeneye"
"goldeneye","film","goldeneye film"
"film","eponymous","film eponymous"
"eponymous","renegade","eponymous renegade"
"renegade","spy","renegade spy"
"spy","agent","spy agent"
"agent","deserts","agent deserts"
"deserts","bond","deserts bond"
"bond","worlds","bond worlds"
"worlds","extensive","worlds extensive"
"extensive","ranks","extensive ranks"
"ranks","criminal","ranks criminal"
"criminal","masterminds","criminal masterminds"
"masterminds","deemed","masterminds deemed"
"deemed","brutal","deemed brutal"
"brutal","mi","brutal mi"
"mi","commanderinchief","mi commanderinchief"
"commanderinchief","portly","commanderinchief portly"
"portly","auric","portly auric"
"auric","goldfinger","auric goldfinger"
"goldfinger","happily","goldfinger happily"
"happily","running","happily running"
"running","bent","running bent"
"bent","world","bent world"
"world","domination","world domination"
"domination","determination","domination determination"
"determination","justify","determination justify"
"justify","convincing","justify convincing"
"convincing","tina","convincing tina"
"tina","turners","tina turners"
"turners","similarlytitled","turners similarlytitled"
"similarlytitled","theme","similarlytitled theme"
"theme","song","theme song"
"song","game","song game"
"game","literally","game literally"
"literally","player","literally player"
"player","golden","player golden"
"golden","eye","golden eye"
"eye","injury","eye injury"
"injury","enables","injury enables"
"enables","degree","enables degree"
"degree","xray","degree xray"
"xray","vision","xray vision"
"vision","rogue","vision rogue"
"rogue","agent","rogue agent"
"agent","signals","agent signals"
"signals","intentions","signals intentions"
"intentions","featuring","intentions featuring"
"featuring","james","featuring james"
"james","bond","james bond"
"bond","initially","bond initially"
"initially","proceeding","initially proceeding"
"proceeding","kill","proceeding kill"
"kill","moments","kill moments"
"moments","squashed","moments squashed"
"squashed","plummeting","squashed plummeting"
"plummeting","helicopter","plummeting helicopter"
"helicopter","notion","helicopter notion"
"notion","add","notion add"
"add","dark","add dark"
"dark","edge","dark edge"
"edge","game","edge game"
"game","premise","game premise"
"premise","simply","premise simply"
"simply","juices","simply juices"
"juices","flowing","juices flowing"
"flowing","recent","flowing recent"
"recent","bond","recent bond"
"bond","games","bond games"
"games","nightfire","games nightfire"
"nightfire","competent","nightfire competent"
"competent","fine","competent fine"
"fine","job","fine job"
"job","capturing","job capturing"
"capturing","sense","capturing sense"
"sense","flair","sense flair"
"flair","invention","flair invention"
"invention","glamour","invention glamour"
"glamour","film","glamour film"
"film","franchise","film franchise"
"franchise","title","franchise title"
"title","lacks","title lacks"
"lacks","aura","lacks aura"
"aura","bond","aura bond"
"bond","magic","bond magic"
"magic","shines","magic shines"
"shines","feels","shines feels"
"feels","lucky","feels lucky"
"lucky","accident","lucky accident"
"accident","central","accident central"
"central","gameplay","central gameplay"
"gameplay","bizarre","gameplay bizarre"
"bizarre","inability","bizarre inability"
"inability","jump","inability jump"
"jump","bizarre","jump bizarre"
"bizarre","glaring","bizarre glaring"
"glaring","graphical","glaring graphical"
"graphical","bugs","graphical bugs"
"bugs","dubious","bugs dubious"
"dubious","enemy","dubious enemy"
"enemy","ai","enemy ai"
"ai","levels","ai levels"
"levels","simply","levels simply"
"simply","style","simply style"
"style","imagination","style imagination"
"imagination","admittedly","imagination admittedly"
"admittedly","competition","admittedly competition"
"competition","tough","competition tough"
"tough","recent","tough recent"
"recent","weeks","recent weeks"
"weeks","likes","weeks likes"
"likes","halo","likes halo"
"halo","half","halo half"
"half","life","half life"
"life","triumphing","life triumphing"
"triumphing","virtually","triumphing virtually"
"virtually","department","virtually department"
"department","game","department game"
"game","enveloping","game enveloping"
"enveloping","noisy","enveloping noisy"
"noisy","dynamic","noisy dynamic"
"dynamic","scenes","dynamic scenes"
"scenes","violent","scenes violent"
"violent","chaos","violent chaos"
"chaos","trend","chaos trend"
"trend","late","trend late"
"late","feel","late feel"
"feel","midst","feel midst"
"midst","messy","midst messy"
"messy","fraught","messy fraught"
"fraught","encounter","fraught encounter"
"encounter","sadly","encounter sadly"
"sadly","sense","sadly sense"
"sense","action","sense action"
"action","outweighed","action outweighed"
"outweighed","difficulty","outweighed difficulty"
"difficulty","navigating","difficulty navigating"
"navigating","battling","navigating battling"
"battling","chaos","battling chaos"
"chaos","meaning","chaos meaning"
"meaning","frustration","meaning frustration"
"frustration","outcome","frustration outcome"
"outcome","irregular","outcome irregular"
"irregular","save","irregular save"
"save","backtrack","save backtrack"
"backtrack","time","backtrack time"
"time","killed","time killed"
"killed","minute","killed minute"
"minute","red","minute red"
"red","dot","red dot"
"dot","passes","dot passes"
"passes","crosshair","passes crosshair"
"crosshair","collisiondetection","crosshair collisiondetection"
"collisiondetection","suspect","collisiondetection suspect"
"suspect","difficulties","suspect difficulties"
"difficulties","aiming","difficulties aiming"
"aiming","weapons","aiming weapons"
"weapons","compensated","weapons compensated"
"compensated","shooting","compensated shooting"
"shooting","enemies","shooting enemies"
"enemies","distance","enemies distance"
"distance","tricky","distance tricky"
"tricky","picked","tricky picked"
"picked","dead","picked dead"
"dead","enemies","dead enemies"
"enemies","vanish","enemies vanish"
"vanish","literally","vanish literally"
"literally","hit","literally hit"
"hit","floor","hit floor"
"floor","woefully","floor woefully"
"woefully","uninspiring","woefully uninspiring"
"uninspiring","death","uninspiring death"
"death","animations","death animations"
"animations","indicative","animations indicative"
"indicative","lack","indicative lack"
"lack","confidence","lack confidence"
"confidence","game","confidence game"
"game","makers","game makers"
"makers","weapons","makers weapons"
"weapons","immediately","weapons immediately"
"immediately","throw","immediately throw"
"throw","quickly","throw quickly"
"quickly","raging","quickly raging"
"raging","firefights","raging firefights"
"firefights","time","firefights time"
"time","risked","time risked"
"risked","measured","risked measured"
"measured","buildup","measured buildup"
"buildup","satisfying","buildup satisfying"
"satisfying","element","satisfying element"
"element","game","element game"
"game","favourites","game favourites"
"favourites","dr","favourites dr"
"dr","goldfinger","dr goldfinger"
"goldfinger","hatfiend","goldfinger hatfiend"
"hatfiend","oddjob","hatfiend oddjob"
"oddjob","crazed","oddjob crazed"
"crazed","russian","crazed russian"
"russian","sex","russian sex"
"sex","beast","sex beast"
"beast","xenia","beast xenia"
"xenia","onatopp","xenia onatopp"
"onatopp","resurrected","onatopp resurrected"
"resurrected","rendered","resurrected rendered"
"rendered","impressively","rendered impressively"
"impressively","recognisable","impressively recognisable"
"recognisable","fashion","recognisable fashion"
"fashion","real","fashion real"
"real","thrill","real thrill"
"thrill","battle","thrill battle"
"battle","legendary","battle legendary"
"legendary","villains","legendary villains"
"villains","testament","villains testament"
"testament","power","testament power"
"power","bond","power bond"
"bond","universe","bond universe"
"universe","cut","universe cut"
"cut","dash","cut dash"
"dash","ingame","dash ingame"
"ingame","niggles","ingame niggles"
"niggles","combined","niggles combined"
"combined","story","combined story"
"story","presentation","story presentation"
"presentation","feel","presentation feel"
"feel","sufficiently","feel sufficiently"
"sufficiently","thoughtthrough","sufficiently thoughtthrough"
"thoughtthrough","disappointment","thoughtthrough disappointment"
"disappointment","diehard","disappointment diehard"
"diehard","fans","diehard fans"
"fans","bond","fans bond"
"bond","worthwhile","bond worthwhile"
"worthwhile","purchase","worthwhile purchase"
"purchase","ignore","purchase ignore"
"ignore","failings","ignore failings"
"failings","game","failings game"
"game","weak","game weak"
"weak","completely","weak completely"
"completely","unplayable","completely unplayable"
"unplayable","fanatics","unplayable fanatics"
"fanatics","umbrage","fanatics umbrage"
"umbrage","cavalier","umbrage cavalier"
"cavalier","blending","cavalier blending"
"blending","characters","blending characters"
"characters","eras","characters eras"
"eras","james","eras james"
"james","bonds","james bonds"
"bonds","healthy","bonds healthy"
"healthy","pedigree","healthy pedigree"
"pedigree","games","pedigree games"
"games","reason","games reason"
"reason","hope","reason hope"
"hope","blip","hope blip"
"blip","commendable","blip commendable"
"commendable","idea","commendable idea"
"idea","rectified","idea rectified"
"rectified","character","rectified character"
"character","inevitably","character inevitably"
"inevitably","makes","inevitably makes"
"makes","return","makes return"
"return","goldeneye","return goldeneye"
"goldeneye","rogue","goldeneye rogue"
"rogue","agent","rogue agent"
"agent","humanoid","agent humanoid"
"humanoid","robot","humanoid robot"
"robot","learns","robot learns"
"learns","run","learns run"
"run","carmaker","run carmaker"
"carmaker","hondas","carmaker hondas"
"hondas","humanoid","hondas humanoid"
"humanoid","robot","humanoid robot"
"robot","asimo","robot asimo"
"asimo","faster","asimo faster"
"faster","smarter","faster smarter"
"smarter","japanese","smarter japanese"
"japanese","firm","japanese firm"
"firm","leader","firm leader"
"leader","developing","leader developing"
"developing","twolegged","developing twolegged"
"twolegged","robots","twolegged robots"
"robots","improved","robots improved"
"improved","asimo","improved asimo"
"asimo","advanced","asimo advanced"
"advanced","step","advanced step"
"step","innovative","step innovative"
"innovative","mobility","innovative mobility"
"mobility","run","mobility run"
"run","obstacles","run obstacles"
"obstacles","interact","obstacles interact"
"interact","people","interact people"
"people","eventually","people eventually"
"eventually","asimo","eventually asimo"
"asimo","gainful","asimo gainful"
"gainful","employment","gainful employment"
"employment","homes","employment homes"
"homes","offices","homes offices"
"offices","aim","offices aim"
"aim","develop","aim develop"
"develop","robot","develop robot"
"robot","people","robot people"
"people","daily","people daily"
"daily","lives","daily lives"
"lives","honda","lives honda"
"honda","spokesman","honda spokesman"
"spokesman","robot","spokesman robot"
"robot","running","robot running"
"running","time","running time"
"time","easy","time easy"
"easy","process","easy process"
"process","involved","process involved"
"involved","asimo","involved asimo"
"asimo","accurate","asimo accurate"
"accurate","leap","accurate leap"
"leap","absorbing","leap absorbing"
"absorbing","impact","absorbing impact"
"impact","landing","impact landing"
"landing","slipping","landing slipping"
"slipping","spinning","slipping spinning"
"spinning","run","spinning run"
"run","capable","run capable"
"capable","olympic","capable olympic"
"olympic","star","olympic star"
"star","kelly","star kelly"
"kelly","holmes","kelly holmes"
"holmes","standard","holmes standard"
"standard","kmh","standard kmh"
"kmh","closer","kmh closer"
"closer","leisurely","closer leisurely"
"leisurely","jog","leisurely jog"
"jog","makers","jog makers"
"makers","claim","makers claim"
"claim","times","claim times"
"times","fast","times fast"
"fast","sonys","fast sonys"
"sonys","qrio","sonys qrio"
"qrio","robot","qrio robot"
"robot","run","robot run"
"run","criteria","run criteria"
"criteria","running","criteria running"
"running","robots","running robots"
"robots","defined","robots defined"
"defined","engineers","defined engineers"
"engineers","feet","engineers feet"
"feet","ground","feet ground"
"ground","strides","ground strides"
"strides","asimo","strides asimo"
"asimo","improved","asimo improved"
"improved","increasing","improved increasing"
"increasing","walking","increasing walking"
"walking","speed","walking speed"
"speed","kmh","speed kmh"
"kmh","km","kmh km"
"km","growing","km growing"
"growing","cm","growing cm"
"cm","cm","cm cm"
"cm","putting","cm putting"
"putting","kg","putting kg"
"kg","weight","kg weight"
"weight","ready","weight ready"
"ready","yoga","ready yoga"
"yoga","freedom","yoga freedom"
"freedom","movement","freedom movement"
"movement","twist","movement twist"
"twist","hips","twist hips"
"hips","bend","hips bend"
"bend","wrists","bend wrists"
"wrists","thumbs","wrists thumbs"
"thumbs","neck","thumbs neck"
"neck","asimo","neck asimo"
"asimo","mark","asimo mark"
"mark","international","mark international"
"international","robot","international robot"
"robot","scene","robot scene"
"scene","november","scene november"
"november","inducted","november inducted"
"inducted","robot","inducted robot"
"robot","hall","robot hall"
"hall","fame","hall fame"
"fame","wowed","fame wowed"
"wowed","audiences","wowed audiences"
"audiences","world","audiences world"
"world","ability","world ability"
"ability","walk","ability walk"
"walk","upstairs","walk upstairs"
"upstairs","recognise","upstairs recognise"
"recognise","beckoned","recognise beckoned"
"beckoned","august","beckoned august"
"august","attended","august attended"
"attended","dinner","attended dinner"
"dinner","czech","dinner czech"
"czech","republic","czech republic"
"republic","travelling","republic travelling"
"travelling","japanese","travelling japanese"
"japanese","prime","japanese prime"
"prime","minister","prime minister"
"minister","goodwill","minister goodwill"
"goodwill","envoy","goodwill envoy"
"envoy","handful","envoy handful"
"handful","robots","handful robots"
"robots","tech","robots tech"
"tech","firms","tech firms"
"firms","trumpet","firms trumpet"
"trumpet","technological","trumpet technological"
"technological","advances","technological advances"
"advances","technology","advances technology"
"technology","developed","technology developed"
"developed","asimo","developed asimo"
"asimo","automobile","asimo automobile"
"automobile","industry","automobile industry"
"industry","electronics","industry electronics"
"electronics","increasingly","electronics increasingly"
"increasingly","mechanics","increasingly mechanics"
"mechanics","car","mechanics car"
"car","design","car design"
"design","moment","design moment"
"moment","asimos","moment asimos"
"asimos","biggest","asimos biggest"
"biggest","role","biggest role"
"role","entertainer","role entertainer"
"entertainer","audience","entertainer audience"
"audience","gathered","audience gathered"
"gathered","public","gathered public"
"public","run","public run"
"run","greeted","run greeted"
"greeted","slightly","greeted slightly"
"slightly","comical","slightly comical"
"comical","gait","comical gait"
"gait","amusement","gait amusement"
"amusement","reports","amusement reports"
"reports","robots","reports robots"
"robots","fulfil","robots fulfil"
"fulfil","functions","fulfil functions"
"functions","society","functions society"
"society","united","society united"
"united","nations","united nations"
"nations","economic","nations economic"
"economic","commission","economic commission"
"commission","europe","commission europe"
"europe","predicts","europe predicts"
"predicts","worldwide","predicts worldwide"
"worldwide","market","worldwide market"
"market","industrial","market industrial"
"industrial","robots","industrial robots"
"robots","swell","robots swell"
"swell","units","swell units"
"units","nintendo","units nintendo"
"nintendo","adds","nintendo adds"
"adds","media","adds media"
"media","playing","media playing"
"playing","ds","playing ds"
"ds","nintendo","ds nintendo"
"nintendo","releasing","nintendo releasing"
"releasing","adapter","releasing adapter"
"adapter","ds","adapter ds"
"ds","handheld","ds handheld"
"handheld","console","handheld console"
"console","play","console play"
"play","music","play music"
"music","video","music video"
"video","addon","video addon"
"addon","ds","addon ds"
"ds","means","ds means"
"means","people","means people"
"people","download","people download"
"download","tv","download tv"
"tv","programmes","tv programmes"
"programmes","film","programmes film"
"film","clips","film clips"
"clips","mp","clips mp"
"mp","files","mp files"
"files","adaptor","files adaptor"
"adaptor","play","adaptor play"
"play","move","play move"
"move","release","move release"
"release","media","release media"
"media","addon","media addon"
"addon","attempt","addon attempt"
"attempt","japanese","attempt japanese"
"japanese","games","japanese games"
