"X1","X2","bigram","label"
"chief","constables","chief constables","politics"
"constables","reviewed","constables reviewed","politics"
"reviewed","blunketts","reviewed blunketts","politics"
"blunketts","battle","blunketts battle","politics"
"battle","humberside","battle humberside","politics"
"humberside","chief","humberside chief","politics"
"chief","david","chief david","politics"
"david","westwood","david westwood","politics"
"westwood","intelligence","westwood intelligence","politics"
"intelligence","failures","intelligence failures","politics"
"failures","soham","failures soham","politics"
"soham","murderer","soham murderer","politics"
"murderer","ian","murderer ian","politics"
"ian","huntley","ian huntley","politics"
"huntley","opposition","huntley opposition","politics"
"opposition","parties","opposition parties","politics"
"parties","local","parties local","politics"
"local","policing","local policing","politics"
"policing","tackle","policing tackle","politics"
"tackle","nuisance","tackle nuisance","politics"
"nuisance","behaviour","nuisance behaviour","politics"
"behaviour","crime","behaviour crime","politics"
"crime","accuse","crime accuse","politics"
"accuse","ministers","accuse ministers","politics"
"ministers","tying","ministers tying","politics"
"tying","police","tying police","politics"
"police","paperwork","police paperwork","politics"
"paperwork","tory","paperwork tory","politics"
"tory","spokesman","tory spokesman","politics"
"spokesman","david","spokesman david","politics"
"david","davis","david davis","politics"
"davis","proposals","davis proposals","politics"
"proposals","taxpayerfunded","proposals taxpayerfunded","politics"
"taxpayerfunded","pr","taxpayerfunded pr","politics"
"pr","exercise","pr exercise","politics"
"exercise","ahead","exercise ahead","politics"
"ahead","election","ahead election","politics"
"election","predicted","election predicted","politics"
"predicted","police","predicted police","politics"
"police","forces","police forces","politics"
"forces","buried","forces buried","politics"
"buried","existing","buried existing","politics"
"existing","government","existing government","politics"
"government","initiatives","government initiatives","politics"
"initiatives","plans","initiatives plans","politics"
"plans","reassure","plans reassure","politics"
"reassure","davis","reassure davis","politics"
"davis","earlier","davis earlier","politics"
"earlier","lib","earlier lib","politics"
"lib","dem","lib dem","politics"
"dem","home","dem home","politics"
"home","affairs","home affairs","politics"
"affairs","spokesman","affairs spokesman","politics"
"spokesman","mark","spokesman mark","politics"
"mark","oaten","mark oaten","politics"
"oaten","government","oaten government","politics"
"government","increase","government increase","politics"
"increase","links","increase links","politics"
"links","local","links local","politics"
"local","people","local people","politics"
"people","police","people police","politics"
"police","measures","police measures","politics"
"measures","theyre","measures theyre","politics"
"theyre","matched","theyre matched","politics"
"matched","cut","matched cut","politics"
"cut","amount","cut amount","politics"
"amount","paperwork","amount paperwork","politics"
"paperwork","investment","paperwork investment","politics"
"investment","modern","investment modern","politics"
"modern","equipment","modern equipment","politics"
"equipment","police","equipment police","politics"
"police","streets","police streets","politics"
"streets","delivering","streets delivering","politics"
"delivering","statement","delivering statement","politics"
"statement","mps","statement mps","politics"
"mps","blunkett","mps blunkett","politics"
"blunkett","joined","blunkett joined","politics"
"joined","tony","joined tony","politics"
"tony","blair","tony blair","politics"
"blair","welling","blair welling","politics"
"welling","school","welling school","politics"
"school","south","school south","politics"
"south","east","south east","politics"
"east","london","east london","politics"
"london","heart","london heart","politics"
"heart","community","heart community","politics"
"community","policing","community policing","politics"
"policing","initiative","policing initiative","politics"
"initiative","blunkett","initiative blunkett","politics"
"blunkett","time","blunkett time","politics"
"time","expected","time expected","politics"
"expected","police","expected police","politics"
"police","community","police community","politics"
"community","community","community community","politics"
"community","policing","community policing","politics"
"policing","people","policing people","politics"
"people","joined","people joined","politics"
"joined","partnership","joined partnership","politics"
"partnership","prime","partnership prime","politics"
"prime","minister","prime minister","politics"
"minister","lawabiding","minister lawabiding","politics"
"lawabiding","citizen","lawabiding citizen","politics"
"citizen","charge","citizen charge","politics"
"charge","community","charge community","politics"
"community","minority","community minority","politics"
"minority","trouble","minority trouble","politics"
"trouble","blunkett","trouble blunkett","politics"
"blunkett","boasts","blunkett boasts","politics"
"boasts","producing","boasts producing","politics"
"producing","record","producing record","politics"
"record","police","record police","politics"
"police","started","police started","politics"
"started","recruit","started recruit","politics"
"recruit","community","recruit community","politics"
"community","support","community support","politics"
"support","officers","support officers","politics"
"officers","csos","officers csos","politics"
"csos","plans","csos plans","politics"
"plans","police","plans police","politics"
"police","forces","police forces","politics"
"forces","power","forces power","politics"
"power","detain","power detain","politics"
"detain","suspects","detain suspects","politics"
"suspects","extra","suspects extra","politics"
"extra","promised","extra promised","politics"
"promised","tuesday","promised tuesday","politics"
"tuesday","csos","tuesday csos","politics"
"csos","recruited","csos recruited","politics"
"recruited","force","recruited force","politics"
"force","expected","force expected","politics"
"expected","coppers","expected coppers","politics"
"coppers","contract","coppers contract","politics"
"contract","service","contract service","politics"
"service","public","service public","politics"
"public","expect","public expect","politics"
"expect","mori","expect mori","politics"
"mori","poll","mori poll","politics"
"poll","summer","poll summer","politics"
"summer","suggested","summer suggested","politics"
"suggested","policing","suggested policing","politics"
"policing","unlike","policing unlike","politics"
"unlike","health","unlike health","politics"
"health","education","health education","politics"
"education","major","education major","politics"
"major","public","major public","politics"
"public","service","public service","politics"
"service","people","service people","politics"
"people","satisfied","people satisfied","politics"
"satisfied","contact","satisfied contact","politics"
"contact","plans","contact plans","politics"
"plans","include","plans include","politics"
"include","idea","include idea","politics"
"idea","allowing","idea allowing","politics"
"allowing","people","allowing people","politics"
"people","join","people join","politics"
"join","police","join police","politics"
"police","forces","police forces","politics"
"forces","levels","forces levels","politics"
"levels","traditional","levels traditional","politics"
"traditional","spend","traditional spend","politics"
"spend","specific","spend specific","politics"
"specific","amounts","specific amounts","politics"
"amounts","time","amounts time","politics"
"time","constable","time constable","politics"
"constable","promoted","constable promoted","politics"
"promoted","specific","promoted specific","politics"
"specific","exercises","specific exercises","politics"
"exercises","encourage","exercises encourage","politics"
"encourage","black","encourage black","politics"
"black","asian","black asian","politics"
"asian","people","asian people","politics"
"people","join","people join","politics"
"join","police","join police","politics"
"police","senior","police senior","politics"
"senior","ranks","senior ranks","politics"
"ranks","lib","ranks lib","politics"
"lib","dems","lib dems","politics"
"dems","election","dems election","politics"
"election","pr","election pr","politics"
"pr","chief","pr chief","politics"
"chief","lib","chief lib","politics"
"lib","dems","lib dems","politics"
"dems","appointed","dems appointed","politics"
"appointed","senior","appointed senior","politics"
"senior","figure","senior figure","politics"
"figure","bt","figure bt","politics"
"bt","partys","bt partys","politics"
"partys","communications","partys communications","politics"
"communications","chief","communications chief","politics"
"chief","election","chief election","politics"
"election","effort","election effort","politics"
"effort","sandy","effort sandy","politics"
"sandy","walkington","sandy walkington","politics"
"walkington","senior","walkington senior","politics"
"senior","figures","senior figures","politics"
"figures","matthew","figures matthew","politics"
"matthew","taylor","matthew taylor","politics"
"taylor","completing","taylor completing","politics"
"completing","party","completing party","politics"
"party","manifesto","party manifesto","politics"
"manifesto","party","manifesto party","politics"
"party","chief","party chief","politics"
"chief","executive","chief executive","politics"
"executive","lord","executive lord","politics"
"lord","rennard","lord rennard","politics"
"rennard","appointment","rennard appointment","politics"
"appointment","significant","appointment significant","politics"
"significant","strengthening","significant strengthening","politics"
"strengthening","lib","strengthening lib","politics"
"lib","dem","lib dem","politics"
"dem","team","dem team","politics"
"team","walkington","team walkington","politics"
"walkington","party","walkington party","politics"
"party","ready","party ready","politics"
"ready","mischief","ready mischief","politics"
"mischief","rivals","mischief rivals","politics"
"rivals","media","rivals media","politics"
"media","throw","media throw","politics"
"throw","role","throw role","politics"
"role","ensure","role ensure","politics"
"ensure","public","ensure public","politics"
"public","profile","public profile","politics"
"profile","effectively","profile effectively","politics"
"effectively","communicated","effectively communicated","politics"
"communicated","levels","communicated levels","politics"
"levels","party","levels party","politics"
"party","scrutiny","party scrutiny","politics"
"scrutiny","media","scrutiny media","politics"
"media","parties","media parties","politics"
"parties","ready","parties ready","politics"
"ready","prepared","ready prepared","politics"
"prepared","counter","prepared counter","politics"
"counter","mischief","counter mischief","politics"
"mischief","misrepresentation","mischief misrepresentation","politics"
"misrepresentation","partys","misrepresentation partys","politics"
"partys","opponents","partys opponents","politics"
"opponents","party","opponents party","politics"
"party","demonstrating","party demonstrating","politics"
"demonstrating","issue","demonstrating issue","politics"
"issue","effective","issue effective","politics"
"effective","opposition","effective opposition","politics"
"opposition","walkingtons","opposition walkingtons","politics"
"walkingtons","job","walkingtons job","politics"
"job","title","job title","politics"
"title","director","title director","politics"
"director","election","director election","politics"
"election","communications","election communications","politics"
"communications","jack","communications jack","politics"
"jack","cunningham","jack cunningham","politics"
"cunningham","stand","cunningham stand","politics"
"stand","veteran","stand veteran","politics"
"veteran","labour","veteran labour","politics"
"labour","mp","labour mp","politics"
"mp","cabinet","mp cabinet","politics"
"cabinet","minister","cabinet minister","politics"
"minister","jack","minister jack","politics"
"jack","cunningham","jack cunningham","politics"
"cunningham","stand","cunningham stand","politics"
"stand","election","stand election","politics"
"election","blairera","election blairera","politics"
"blairera","ministers","blairera ministers","politics"
"ministers","serve","ministers serve","politics"
"serve","jim","serve jim","politics"
"jim","callaghan","jim callaghan","politics"
"callaghan","agriculture","callaghan agriculture","politics"
"agriculture","portfolio","agriculture portfolio","politics"
"portfolio","labour","portfolio labour","politics"
"labour","regained","labour regained","politics"
"regained","power","regained power","politics"
"power","cunningham","power cunningham","politics"
"cunningham","tony","cunningham tony","politics"
"tony","blairs","tony blairs","politics"
"blairs","cabinet","blairs cabinet","politics"
"cabinet","enforcer","cabinet enforcer","politics"
"enforcer","represented","enforcer represented","politics"
"represented","constituency","represented constituency","politics"
"constituency","copeland","constituency copeland","politics"
"copeland","blair","copeland blair","politics"
"blair","huge","blair huge","politics"
"huge","figure","huge figure","politics"
"figure","labour","figure labour","politics"
"labour","valued","labour valued","politics"
"valued","personal","valued personal","politics"
"personal","friend","personal friend","politics"
"friend","labours","friend labours","politics"
"labours","period","labours period","politics"
"period","opposition","period opposition","politics"
"opposition","cunningham","opposition cunningham","politics"
"cunningham","held","cunningham held","politics"
"held","shadow","held shadow","politics"
"shadow","roles","shadow roles","politics"
"roles","including","roles including","politics"
"including","foreign","including foreign","politics"
"foreign","affairs","foreign affairs","politics"
"affairs","environment","affairs environment","politics"
"environment","trade","environment trade","politics"
"trade","spokesman","trade spokesman","politics"
"spokesman","agriculture","spokesman agriculture","politics"
"agriculture","minister","agriculture minister","politics"
"minister","caused","minister caused","politics"
"caused","controversy","caused controversy","politics"
"controversy","decided","controversy decided","politics"
"decided","ban","decided ban","politics"
"ban","beef","ban beef","politics"
"beef","bone","beef bone","politics"
"bone","wake","bone wake","politics"
"wake","fears","wake fears","politics"
"fears","bse","fears bse","politics"
"bse","quit","bse quit","politics"
"quit","government","quit government","politics"
"government","recent","government recent","politics"
"recent","served","recent served","politics"
"served","chairman","served chairman","politics"
"chairman","allparty","chairman allparty","politics"
"allparty","committee","allparty committee","politics"
"committee","lords","committee lords","politics"
"lords","reform","lords reform","politics"
"reform","loyal","reform loyal","politics"
"loyal","supporter","loyal supporter","politics"
"supporter","government","supporter government","politics"
"government","backbenches","government backbenches","politics"
"backbenches","kilroy","backbenches kilroy","politics"
"kilroy","unveils","kilroy unveils","politics"
"unveils","immigration","unveils immigration","politics"
"immigration","policy","immigration policy","politics"
"policy","exchatshow","policy exchatshow","politics"
"exchatshow","host","exchatshow host","politics"
"host","robert","host robert","politics"
"robert","kilroysilk","robert kilroysilk","politics"
"kilroysilk","attacked","kilroysilk attacked","politics"
"attacked","uk","attacked uk","politics"
"uk","policy","uk policy","politics"
"policy","immigration","policy immigration","politics"
"immigration","britains","immigration britains","politics"
"britains","door","britains door","politics"
"door","approach","door approach","politics"
"approach","hitting","approach hitting","politics"
"hitting","low","hitting low","politics"
"low","wage","low wage","politics"
"wage","indigenous","wage indigenous","politics"
"indigenous","workers","indigenous workers","politics"
"workers","veritas","workers veritas","politics"
"veritas","leader","veritas leader","politics"
"leader","people","leader people","politics"
"people","benefit","people benefit","politics"
"benefit","immigrants","benefit immigrants","politics"
"immigrants","poland","immigrants poland","politics"
"poland","employers","poland employers","politics"
"employers","landlords","employers landlords","politics"
"landlords","metropolitan","landlords metropolitan","politics"
"metropolitan","elite","metropolitan elite","politics"
"elite","mep","elite mep","politics"
"mep","party","mep party","politics"
"party","admit","party admit","politics"
"admit","foreigners","admit foreigners","politics"
"foreigners","required","foreigners required","politics"
"required","specific","required specific","politics"
"specific","skills","specific skills","politics"
"skills","offer","skills offer","politics"
"offer","argued","offer argued","politics"
"argued","asylum","argued asylum","politics"
"asylum","cost","asylum cost","politics"
"cost","successful","cost successful","politics"
"successful","applicants","successful applicants","politics"
"applicants","kilroysilk","applicants kilroysilk","politics"
"kilroysilk","successful","kilroysilk successful","politics"
"successful","asylum","successful asylum","politics"
"asylum","seeker","asylum seeker","politics"
"seeker","veritas","seeker veritas","politics"
"veritas","grant","veritas grant","politics"
"grant","amnesty","grant amnesty","politics"
"amnesty","britain","amnesty britain","politics"
"britain","claiming","britain claiming","politics"
"claiming","asylum","claiming asylum","politics"
"asylum","children","asylum children","politics"
"children","deport","children deport","politics"
"deport","britain","deport britain","politics"
"britain","fair","britain fair","politics"
"fair","share","fair share","politics"
"share","asylum","share asylum","politics"
"asylum","seekers","asylum seekers","politics"
"seekers","united","seekers united","politics"
"united","nations","united nations","politics"
"nations","convention","nations convention","politics"
"convention","human","convention human","politics"
"human","rights","human rights","politics"
"rights","argued","rights argued","politics"
"argued","kilroysilk","argued kilroysilk","politics"
"kilroysilk","spend","kilroysilk spend","politics"
"spend","extra","spend extra","politics"
"extra","provide","extra provide","politics"
"provide","refugees","provide refugees","politics"
"refugees","abroad","refugees abroad","politics"
"abroad","regiments","abroad regiments","politics"
"regiments","poll","regiments poll","politics"
"poll","move","poll move","politics"
"move","regiments","move regiments","politics"
"regiments","campaign","regiments campaign","politics"
"campaign","target","campaign target","politics"
"target","marginal","target marginal","politics"
"marginal","labour","marginal labour","politics"
"labour","seats","labour seats","politics"
"seats","election","seats election","politics"
"election","save","election save","politics"
"save","scottish","save scottish","politics"
"scottish","regiments","scottish regiments","politics"
"regiments","field","regiments field","politics"
"field","candidate","field candidate","politics"
"candidate","armed","candidate armed","politics"
"armed","forces","armed forces","politics"
"forces","minister","forces minister","politics"
"minister","adam","minister adam","politics"
"adam","ingram","adam ingram","politics"
"ingram","east","ingram east","politics"
"east","kilbride","east kilbride","politics"
"kilbride","unhappy","kilbride unhappy","politics"
"unhappy","defence","unhappy defence","politics"
"defence","merger","defence merger","politics"
"merger","plans","merger plans","politics"
"plans","endorsing","plans endorsing","politics"
"endorsing","opposition","endorsing opposition","politics"
"opposition","candidates","opposition candidates","politics"
"candidates","seats","candidates seats","politics"
"seats","marginals","seats marginals","politics"
"marginals","aberdeen","marginals aberdeen","politics"
"aberdeen","south","aberdeen south","politics"
"south","dumfriesshire","south dumfriesshire","politics"
"dumfriesshire","dundee","dumfriesshire dundee","politics"
"dundee","east","dundee east","politics"
"east","west","east west","politics"
"west","south","west south","politics"
"south","west","south west","politics"
"west","edinburgh","west edinburgh","politics"
"edinburgh","ochil","edinburgh ochil","politics"
"ochil","stirling","ochil stirling","politics"
"stirling","east","stirling east","politics"
"east","renfrewshire","east renfrewshire","politics"
"renfrewshire","western","renfrewshire western","politics"
"western","isles","western isles","politics"
"isles","campaigners","isles campaigners","politics"
"campaigners","unveiled","campaigners unveiled","politics"
"unveiled","huge","unveiled huge","politics"
"huge","poster","huge poster","politics"
"poster","featuring","poster featuring","politics"
"featuring","black","featuring black","politics"
"black","watch","black watch","politics"
"watch","soldiers","watch soldiers","politics"
"soldiers","fighting","soldiers fighting","politics"
"fighting","war","fighting war","politics"
"war","iraq","war iraq","politics"
"iraq","announced","iraq announced","politics"
"announced","election","announced election","politics"
"election","plans","election plans","politics"
"plans","scots","plans scots","politics"
"scots","guardsman","scots guardsman","politics"
"guardsman","allan","guardsman allan","politics"
"allan","hendry","allan hendry","politics"
"hendry","challenge","hendry challenge","politics"
"challenge","ingram","challenge ingram","politics"
"ingram","organised","ingram organised","politics"
"organised","volunteers","organised volunteers","politics"
"volunteers","announcing","volunteers announcing","politics"
"announcing","candidate","announcing candidate","politics"
"candidate","added","candidate added","politics"
"added","stopped","added stopped","politics"
"stopped","inflicting","stopped inflicting","politics"
"inflicting","damage","inflicting damage","politics"
"damage","labour","damage labour","politics"
"labour","government","labour government","politics"
"government","reverses","government reverses","politics"
"reverses","plan","reverses plan","politics"
"plan","merge","plan merge","politics"
"merge","scottish","merge scottish","politics"
"scottish","regiments","scottish regiments","politics"
"regiments","scotlands","regiments scotlands","politics"
"scotlands","conservative","scotlands conservative","politics"
"conservative","mp","conservative mp","politics"
"mp","peter","mp peter","politics"
"peter","duncan","peter duncan","politics"
"duncan","save","duncan save","politics"
"save","scottish","save scottish","politics"
"scottish","regiments","scottish regiments","politics"
"regiments","superb","regiments superb","politics"
"superb","job","superb job","politics"
"job","fighting","job fighting","politics"
"fighting","defence","fighting defence","politics"
"defence","cuts","defence cuts","politics"
"cuts","added","cuts added","politics"
"added","actions","added actions","politics"
"actions","reflected","actions reflected","politics"
"reflected","pride","reflected pride","politics"
"pride","people","pride people","politics"
"people","country","people country","politics"
"country","troops","country troops","politics"
"troops","shown","troops shown","politics"
"shown","steely","shown steely","politics"
"steely","determination","steely determination","politics"
"determination","labour","determination labour","politics"
"labour","pay","labour pay","politics"
"pay","betrayal","pay betrayal","politics"
"betrayal","honoured","betrayal honoured","politics"
"honoured","speak","honoured speak","politics"
"speak","rallies","speak rallies","politics"
"rallies","scotland","rallies scotland","politics"
"scotland","scottish","scotland scottish","politics"
"scottish","national","scottish national","politics"
"national","party","national party","politics"
"party","leader","party leader","politics"
"leader","alex","leader alex","politics"
"alex","salmond","alex salmond","politics"
"salmond","received","salmond received","politics"
"received","boost","received boost","politics"
"boost","campaigns","boost campaigns","politics"
"campaigns","decision","campaigns decision","politics"
"decision","endorse","decision endorse","politics"
"endorse","snp","endorse snp","politics"
"snp","candidates","snp candidates","politics"
"candidates","marginal","candidates marginal","politics"
"marginal","seats","marginal seats","politics"
"seats","labours","seats labours","politics"
"labours","arrogance","labours arrogance","politics"
"arrogance","undoing","arrogance undoing","politics"
"undoing","rid","undoing rid","politics"
"rid","scotlands","rid scotlands","politics"
"scotlands","historic","scotlands historic","politics"
"historic","regiments","historic regiments","politics"
"regiments","labour","regiments labour","politics"
"labour","mps","labour mps","politics"
"mps","scrapped","mps scrapped","politics"
"scrapped","labour","scrapped labour","politics"
"labour","mp","labour mp","politics"
"mp","george","mp george","politics"
"george","foulkes","george foulkes","politics"
"foulkes","campaigners","foulkes campaigners","politics"
"campaigners","difference","campaigners difference","politics"
"difference","outcome","difference outcome","politics"
"outcome","election","outcome election","politics"
"election","win","election win","politics"
"win","argument","win argument","politics"
"argument","serving","argument serving","politics"
"serving","soldier","serving soldier","politics"
"soldier","labour","soldier labour","politics"
"labour","proposing","labour proposing","politics"
"proposing","election","proposing election","politics"
"election","move","election move","politics"
"move","save","move save","politics"
"save","scottish","save scottish","politics"
"scottish","regiments","scottish regiments","politics"
"regiments","join","regiments join","politics"
"join","campaigners","join campaigners","politics"
"campaigners","rally","campaigners rally","politics"
"rally","london","rally london","politics"
"london","spring","london spring","politics"
"spring","defence","spring defence","politics"
"defence","secretary","defence secretary","politics"
"secretary","geoff","secretary geoff","politics"
"geoff","hoon","geoff hoon","politics"
"hoon","announced","hoon announced","politics"
"announced","scotlands","announced scotlands","politics"
"scotlands","regiments","scotlands regiments","politics"
"regiments","combined","regiments combined","politics"
"combined","single","combined single","politics"
"single","unit","single unit","politics"
"unit","move","unit move","politics"
"move","army","move army","politics"
"army","reforms","army reforms","politics"
"reforms","row","reforms row","politics"
"row","police","row police","politics"
"police","power","police power","politics"
"power","csos","power csos","politics"
"csos","police","csos police","politics"
"police","federation","police federation","politics"
"federation","strongly","federation strongly","politics"
"strongly","opposes","strongly opposes","politics"
"opposes","giving","opposes giving","politics"
"giving","community","giving community","politics"
"community","support","community support","politics"
"support","officers","support officers","politics"
"officers","csos","officers csos","politics"
"csos","power","csos power","politics"
"power","detain","power detain","politics"
"detain","suspects","detain suspects","politics"
"suspects","minutes","suspects minutes","politics"
"minutes","powers","minutes powers","politics"
"powers","piloted","powers piloted","politics"
"piloted","extended","piloted extended","politics"
"extended","police","extended police","politics"
"police","forces","police forces","politics"
"forces","england","forces england","politics"
"england","wales","england wales","politics"
"wales","thursday","wales thursday","politics"
"thursday","federation","thursday federation","politics"
"federation","csos","federation csos","politics"
"csos","experience","csos experience","politics"
"experience","training","experience training","politics"
"training","safety","training safety","politics"
"safety","equipment","safety equipment","politics"
"equipment","deal","equipment deal","politics"
"deal","potentially","deal potentially","politics"
"potentially","confrontational","potentially confrontational","politics"
"confrontational","situations","confrontational situations","politics"
"situations","government","situations government","politics"
"government","move","government move","politics"
"move","police","move police","politics"
"police","build","police build","politics"
"build","safe","build safe","politics"
"safe","communities","safe communities","politics"
"communities","police","communities police","politics"
"police","federation","police federation","politics"
"federation","chairman","federation chairman","politics"
"chairman","jan","chairman jan","politics"
"jan","berry","jan berry","politics"
"berry","civilian","berry civilian","politics"
"civilian","officers","civilian officers","politics"
"officers","act","officers act","politics"
"act","eyes","act eyes","politics"
"eyes","ears","eyes ears","politics"
"ears","police","ears police","politics"
"police","potentially","police potentially","politics"
"potentially","confrontational","potentially confrontational","politics"
"confrontational","situations","confrontational situations","politics"
"situations","detaining","situations detaining","politics"
"detaining","csos","detaining csos","politics"
"csos","reasonable","csos reasonable","politics"
"reasonable","force","reasonable force","politics"
"force","detain","force detain","politics"
"detain","suspects","detain suspects","politics"
"suspects","minutes","suspects minutes","politics"
"minutes","wait","minutes wait","politics"
"wait","police","wait police","politics"
"police","officers","police officers","politics"
"officers","arrive","officers arrive","politics"
"arrive","powers","arrive powers","politics"
"powers","granted","powers granted","politics"
"granted","chief","granted chief","politics"
"chief","constables","chief constables","politics"
"constables","local","constables local","politics"
"local","forces","local forces","politics"
"forces","ms","forces ms","politics"
"ms","berry","ms berry","politics"
"berry","dramatically","berry dramatically","politics"
"dramatically","original","dramatically original","politics"
"original","purpose","original purpose","politics"
"purpose","visible","purpose visible","politics"
"visible","presence","visible presence","politics"
"presence","combating","presence combating","politics"
"combating","lowlevel","combating lowlevel","politics"
"lowlevel","crime","lowlevel crime","politics"
"crime","antisocial","crime antisocial","politics"
"antisocial","behaviour","antisocial behaviour","politics"
"behaviour","powers","behaviour powers","politics"
"powers","paperwork","powers paperwork","politics"
"paperwork","time","paperwork time","politics"
"time","street","time street","politics"
"street","home","street home","politics"
"home","office","home office","politics"
"office","minister","office minister","politics"
"minister","hazel","minister hazel","politics"
"hazel","blears","hazel blears","politics"
"blears","defended","blears defended","politics"
"defended","move","defended move","politics"
"move","civilian","move civilian","politics"
"civilian","officers","civilian officers","politics"
"officers","bit","officers bit","politics"
"bit","edge","bit edge","politics"
"edge","denied","edge denied","politics"
"denied","role","denied role","politics"
"role","changing","role changing","politics"
"changing","powers","changing powers","politics"
"powers","streets","powers streets","politics"
"streets","powers","streets powers","politics"
"powers","bringing","powers bringing","politics"
"bringing","patrolling","bringing patrolling","politics"
"patrolling","home","patrolling home","politics"
"home","office","home office","politics"
"office","produced","office produced","politics"
"produced","report","produced report","politics"
"report","csos","report csos","politics"
"csos","describes","csos describes","politics"
"describes","encouraging","describes encouraging","politics"
"encouraging","ms","encouraging ms","politics"
"ms","blears","ms blears","politics"
"blears","study","blears study","politics"
"study","csos","study csos","politics"
"csos","real","csos real","politics"
"real","difference","real difference","politics"
"difference","fight","difference fight","politics"
"fight","crime","fight crime","politics"
"crime","report","crime report","politics"
"report","public","report public","politics"
"public","difficulties","public difficulties","politics"
"difficulties","distinguishing","difficulties distinguishing","politics"
"distinguishing","civilian","distinguishing civilian","politics"
"civilian","officer","civilian officer","politics"
"officer","proper","officer proper","politics"
"proper","officer","proper officer","politics"
"officer","shadow","officer shadow","politics"
"shadow","home","shadow home","politics"
"home","secretary","home secretary","politics"
"secretary","david","secretary david","politics"
"david","davis","david davis","politics"
"davis","research","davis research","politics"
"research","appeared","research appeared","politics"
"appeared","acknowledge","appeared acknowledge","politics"
"acknowledge","csos","acknowledge csos","politics"
"csos","discernible","csos discernible","politics"
"discernible","effect","discernible effect","politics"
"effect","crime","effect crime","politics"
"crime","figures","crime figures","politics"
"figures","answer","figures answer","politics"
"answer","real","answer real","politics"
"real","police","real police","politics"
"police","government","police government","politics"
"government","recruit","government recruit","politics"
"recruit","people","recruit people","politics"
"people","arrest","people arrest","politics"
"arrest","bbc","arrest bbc","politics"
"bbc","home","bbc home","politics"
"home","affairs","home affairs","politics"
"affairs","correspondent","affairs correspondent","politics"
"correspondent","danny","correspondent danny","politics"
"danny","shaw","danny shaw","politics"
"shaw","research","shaw research","politics"
"research","inconclusive","research inconclusive","politics"
"inconclusive","csos","inconclusive csos","politics"
"csos","england","csos england","politics"
"england","wales","england wales","politics"
"wales","government","wales government","politics"
"government","intends","government intends","politics"
"intends","streets","intends streets","politics"
"streets","cost","streets cost","politics"
"cost","powers","cost powers","politics"
"powers","hand","powers hand","politics"
"hand","fines","hand fines","politics"
"fines","wide","fines wide","politics"
"wide","range","wide range","politics"
"range","offences","range offences","politics"
"offences","organised","offences organised","politics"
"organised","crime","organised crime","politics"
"crime","police","crime police","politics"
"police","bill","police bill","politics"
"bill","proposes","bill proposes","politics"
"proposes","extra","proposes extra","politics"
"extra","powers","extra powers","politics"
"powers","search","powers search","politics"
"search","suspects","search suspects","politics"
"suspects","enforce","suspects enforce","politics"
"enforce","licensing","enforce licensing","politics"
"licensing","offences","licensing offences","politics"
"offences","direct","offences direct","politics"
"direct","traffic","direct traffic","politics"
"traffic","deter","traffic deter","politics"
"deter","begging","deter begging","politics"
"begging","sport","begging sport","politics"
"sport","betting","sport betting","politics"
"betting","rules","betting rules","politics"
"rules","spotlight","rules spotlight","politics"
"spotlight","mps","spotlight mps","politics"
"mps","peers","mps peers","politics"
"peers","called","peers called","politics"
"called","tightening","called tightening","politics"
"tightening","regulations","tightening regulations","politics"
"regulations","controlling","regulations controlling","politics"
"controlling","betting","controlling betting","politics"
"betting","sport","betting sport","politics"
"sport","parliamentary","sport parliamentary","politics"
"parliamentary","betting","parliamentary betting","politics"
"betting","gaming","betting gaming","politics"
"gaming","held","gaming held","politics"
"held","substantial","held substantial","politics"
"substantial","inquiry","substantial inquiry","politics"
"inquiry","betting","inquiry betting","politics"
"betting","fears","betting fears","politics"
"fears","massive","fears massive","politics"
"massive","increase","massive increase","politics"
"increase","betting","increase betting","politics"
"betting","sport","betting sport","politics"
"sport","internet","sport internet","politics"
"internet","mobile","internet mobile","politics"
"mobile","phones","mobile phones","politics"
"phones","led","phones led","politics"
"led","cheating","led cheating","politics"
"cheating","allparty","cheating allparty","politics"
"allparty","recommended","allparty recommended","politics"
"recommended","protect","recommended protect","politics"
"protect","punters","protect punters","politics"
"punters","improve","punters improve","politics"
"improve","integrity","improve integrity","politics"
"integrity","sports","integrity sports","politics"
"sports","betting","sports betting","politics"
"betting","include","betting include","politics"
"include","proposal","include proposal","politics"
"proposal","raising","proposal raising","politics"
"raising","maximum","raising maximum","politics"
"maximum","jail","maximum jail","politics"
"jail","sentence","jail sentence","politics"
"sentence","gambling","sentence gambling","politics"
"gambling","cheats","gambling cheats","politics"
"cheats","current","cheats current","politics"
"current","lord","current lord","politics"
"lord","condon","lord condon","politics"
"condon","head","condon head","politics"
"head","international","head international","politics"
"international","cricket","international cricket","politics"
"cricket","councils","cricket councils","politics"
"councils","anticorruption","councils anticorruption","politics"
"anticorruption","unit","anticorruption unit","politics"
"unit","originally","unit originally","politics"
"originally","call","originally call","politics"
"call","prison","call prison","politics"
"prison","sentences","prison sentences","politics"
"sentences","twoyear","sentences twoyear","politics"
"twoyear","penalty","twoyear penalty","politics"
"penalty","derisory","penalty derisory","politics"
"derisory","bigger","derisory bigger","politics"
"bigger","sentence","bigger sentence","politics"
